typeID,groupID,typeName,description,mass,volume,capacity,portionSize,raceID,basePrice,marketGroupID,iconID,graphicID
12304,370,Angel Copper Tag,This copper tag carries the rank insignia equivalent of a private within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,1000,740,2310,0
12528,370,Angel Silver Tag,This silver tag carries the rank insignia equivalent of a corporal within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,2250,740,2311,0
12529,370,Angel Brass Tag,This brass tag carries the rank insignia equivalent of a sergeant within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,4500,740,2312,0
12530,370,Angel Palladium Tag,This palladium tag carries the rank insignia equivalent of a lieutenant within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,6000,740,2313,0
12531,370,Angel Crystal Tag,This crystal tag carries the rank insignia equivalent of a captain within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,8250,740,2314,0
12532,370,Blood Bronze Tag,This bronze tag carries the rank insignia equivalent of a private within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,1000,741,2315,0
12533,370,Blood Silver Tag,This silver tag carries the rank insignia equivalent of a corporal within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,2250,741,2316,0
12534,370,Blood Upper-Tier Tag,This gold tag carries the rank insignia equivalent of a sergeant within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,4500,741,2317,0
12535,370,Blood Platinum Tag,This platinum tag carries the rank insignia equivalent of a lieutenant within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,6000,741,2318,0
12536,370,Blood Crystal Tag,This crystal tag carries the rank insignia equivalent of a captain within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,8250,741,2319,0
12537,370,Serpentis Bronze Tag,This bronze tag carries the rank insignia equivalent of a private within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,1000,747,2320,0
12538,370,Serpentis Silver Tag,This silver tag carries the rank insignia equivalent of a corporal within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,8250,747,2321,0
12539,370,Serpentis Gold Tag,This gold tag carries the rank insignia equivalent of a sergeant within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,4500,747,2322,0
12540,370,Serpentis Platinum Tag,This platinum tag carries the rank insignia equivalent of a lieutenant within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,6000,747,2323,0
12541,370,Serpentis Crystal Tag,This crystal tag carries the rank insignia equivalent of a captain within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,8250,747,2324,0
12542,370,Guristas Bronze Tag,This bronze tag carries the rank insignia equivalent of a private within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,1000,745,2325,0
12543,370,Guristas Silver Tag,This silver tag carries the rank insignia equivalent of a corporal within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,2250,745,2326,0
12544,370,Guristas Gold Tag,This gold tag carries the rank insignia equivalent of a sergeant within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,4500,745,2327,0
12545,370,Guristas Platinum Tag,This platinum tag carries the rank insignia equivalent of a lieutenant within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,6000,745,2328,0
12546,370,Guristas Crystal Tag,This crystal tag carries the rank insignia equivalent of a captain within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,8250,745,2329,0
12547,370,Sansha Bronze Tag,This bronze tag carries the rank insignia equivalent of a private within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,1000,746,2330,0
12548,370,Sansha Silver Tag,This silver tag carries the rank insignia equivalent of a corporal within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,2250,746,2331,0
12549,370,Sansha Gold Tag,This gold tag carries the rank insignia equivalent of a sergeant within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,4500,746,2332,0
12550,370,Sansha Platinum Tag,This platinum tag carries the rank insignia equivalent of a lieutenant within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,6000,746,2333,0
12551,370,Sansha Crystal Tag,This crystal tag carries the rank insignia equivalent of a captain within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,8250,746,2334,0
17190,370,Angel Bronze Tag,This bronze tag carries the rank insignia equivalent of a private within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,740,2310,0
17192,370,Angel Diamond Tag,This diamond tag carries the rank insignia equivalent of a captain within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,740,2314,0
17194,370,Angel Gold Tag,This gold tag carries the rank insignia equivalent of a sergeant within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,740,2312,0
17196,370,Angel Platinum Tag,This platinum tag carries the rank insignia equivalent of a lieutenant within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,740,2313,0
17199,370,Angel Electrum Tag,This electrum tag carries the rank insignia equivalent of a corporal within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,740,2311,0
17200,370,Blood Copper Tag,This copper tag carries the rank insignia equivalent of a private within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,741,2315,0
17201,370,Blood Diamond Tag,This diamond tag carries the rank insignia equivalent of a captain within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,741,2319,0
17202,370,Blood Palladium Tag,This palladium tag carries the rank insignia equivalent of a lieutenant within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,741,2318,0
17203,370,Blood Electrum Tag,This electrum tag carries the rank insignia equivalent of a corporal within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,741,2316,0
17204,370,Blood Brass Tag,This brass tag carries the rank insignia equivalent of a sergeant within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,741,2317,0
17205,370,Guristas Copper Tag,This copper tag carries the rank insignia equivalent of a private within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,745,2325,0
17206,370,Guristas Diamond Tag,This diamond tag carries the rank insignia equivalent of a captain within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,745,2329,0
17207,370,Guristas Brass Tag,This brass tag carries the rank insignia equivalent of a sergeant within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,745,2327,0
17208,370,Guristas Palladium Tag,This palladium tag carries the rank insignia equivalent of a lieutenant within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,745,2328,0
17209,370,Guristas Electrum Tag,This electrum tag carries the rank insignia equivalent of a corporal within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,745,2326,0
17210,370,Sansha Copper Tag,This copper tag carries the rank insignia equivalent of a private within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,746,2330,0
17211,370,Sansha Diamond Tag,This diamond tag carries the rank insignia equivalent of a captain within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,746,2334,0
17212,370,Sansha Brass Tag,This brass tag carries the rank insignia equivalent of a sergeant within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,746,2332,0
17213,370,Sansha Palladium Tag,This palladium tag carries the rank insignia equivalent of a lieutenant within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,746,2333,0
17214,370,Sansha Electrum Tag,This electrum tag carries the rank insignia equivalent of a corporal within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,746,2331,0
17215,370,Serpentis Copper Tag,This copper tag carries the rank insignia equivalent of a private within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,747,2320,0
17216,370,Serpentis Diamond Tag,This diamond tag carries the rank insignia equivalent of a captain within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,747,2324,0
17217,370,Serpentis Brass Tag,This brass tag carries the rank insignia equivalent of a sergeant within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,747,2322,0
17218,370,Serpentis Palladium Tag,This palladium tag carries the rank insignia equivalent of a lieutenant within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,747,2323,0
17219,370,Serpentis Electrum Tag,This electrum tag carries the rank insignia equivalent of a corporal within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,747,2321,0
17220,370,Domination Brass Tag,This brass tag carries the rank insignia equivalent of a sergeant within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,743,2312,0
17221,370,Domination Bronze Tag,This bronze tag carries the rank insignia equivalent of a private within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,743,2310,0
17222,370,Domination Copper Tag,This copper tag carries the rank insignia equivalent of a private within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,743,2310,0
17223,370,Domination Crystal Tag,This crystal tag carries the rank insignia equivalent of a captain within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,743,2314,0
17224,370,Domination Diamond Tag,This diamond tag carries the rank insignia equivalent of a captain within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,743,2314,0
17225,370,Domination Electrum Tag,This electrum tag carries the rank insignia equivalent of a corporal within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,743,2311,0
17226,370,Domination Gold Tag,This gold tag carries the rank insignia equivalent of a sergeant within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,743,2312,0
17227,370,Domination Palladium Tag,This palladium tag carries the rank insignia equivalent of a lieutenant within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,743,2313,0
17229,370,Domination Platinum Tag,This platinum tag carries the rank insignia equivalent of a lieutenant within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,743,2313,0
17230,370,Domination Silver Tag,This silver tag carries the rank insignia equivalent of a corporal within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,743,2311,0
17231,370,Dark Blood Brass Tag,This brass tag carries the rank insignia equivalent of a sergeant within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,742,2317,0
17232,370,Dark Blood Bronze Tag,This bronze tag carries the rank insignia equivalent of a private within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,742,2315,0
17233,370,Dark Blood Copper Tag,This copper tag carries the rank insignia equivalent of a private within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,742,2315,0
17234,370,Dark Blood Crystal Tag,This crystal tag carries the rank insignia equivalent of a captain within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,742,2319,0
17235,370,Dark Blood Diamond Tag,This diamond tag carries the rank insignia equivalent of a captain within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,742,2319,0
17236,370,Dark Blood Electrum Tag,This electrum tag carries the rank insignia equivalent of a corporal within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,742,2316,0
17237,370,Dark Blood Palladium Tag,This palladium tag carries the rank insignia equivalent of a lieutenant within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,742,2318,0
17238,370,Dark Blood Gold Tag,This gold tag carries the rank insignia equivalent of a sergeant within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,742,2317,0
17239,370,Dark Blood Silver Tag,This silver tag carries the rank insignia equivalent of a corporal within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,742,2316,0
17240,370,Dark Blood Platinum Tag,This platinum tag carries the rank insignia equivalent of a lieutenant within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,742,2318,0
17241,370,Dread Guristas Brass Tag,This brass tag carries the rank insignia equivalent of a sergeant within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,744,2327,0
17242,370,Dread Guristas Bronze Tag,This bronze tag carries the rank insignia equivalent of a private within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,744,2325,0
17243,370,Dread Guristas Copper Tag,This copper tag carries the rank insignia equivalent of a private within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,744,2325,0
17244,370,Dread Guristas Crystal Tag,This crystal tag carries the rank insignia equivalent of a captain within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,744,2329,0
17245,370,Dread Guristas Diamond Tag,This diamond tag carries the rank insignia equivalent of a captain within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,744,2329,0
17247,370,Dread Guristas Electrum Tag,This electrum tag carries the rank insignia equivalent of a corporal within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,744,2326,0
17248,370,Dread Guristas Gold Tag,This gold tag carries the rank insignia equivalent of a sergeant within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,744,2327,0
17249,370,Dread Guristas Palladium Tag,This palladium tag carries the rank insignia equivalent of a lieutenant within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,744,2328,0
17250,370,Dread Guristas Platinum Tag,This platinum tag carries the rank insignia equivalent of a lieutenant within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,744,2328,0
17251,370,Dread Guristas Silver Tag,This silver tag carries the rank insignia equivalent of a corporal within the Guristas pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,744,2326,0
17252,370,True Sansha Brass Tag,This brass tag carries the rank insignia equivalent of a sergeant within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,749,2332,0
17253,370,True Sansha Bronze Tag,This bronze tag carries the rank insignia equivalent of a private within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,749,2330,0
17254,370,True Sansha Copper Tag,This copper tag carries the rank insignia equivalent of a private within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,749,2330,0
17255,370,True Sansha Crystal Tag,This crystal tag carries the rank insignia equivalent of a captain within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,749,2334,0
17256,370,True Sansha Diamond Tag,This diamond tag carries the rank insignia equivalent of a captain within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,749,2334,0
17257,370,True Sansha Electrum Tag,This electrum tag carries the rank insignia equivalent of a corporal within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,749,2331,0
17258,370,True Sansha Gold Tag,This gold tag carries the rank insignia equivalent of a sergeant within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,749,2332,0
17259,370,True Sansha Palladium Tag,This palladium tag carries the rank insignia equivalent of a lieutenant within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,749,2333,0
17260,370,True Sansha Platinum Tag,This platinum tag carries the rank insignia equivalent of a lieutenant within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,749,2333,0
17261,370,True Sansha Silver Tag,This silver tag carries the rank insignia equivalent of a corporal within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,749,2331,0
17262,370,Shadow Serpentis Brass Tag,This brass tag carries the rank insignia equivalent of a sergeant within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,748,2322,0
17263,370,Shadow Serpentis Bronze Tag,This bronze tag carries the rank insignia equivalent of a private within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,748,2320,0
17264,370,Shadow Serpentis Copper Tag,This copper tag carries the rank insignia equivalent of a private within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,748,2320,0
17266,370,Shadow Serpentis Crystal Tag,This crystal tag carries the rank insignia equivalent of a captain within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,748,2324,0
17267,370,Shadow Serpentis Diamond Tag,This diamond tag carries the rank insignia equivalent of a captain within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,748,2324,0
17268,370,Shadow Serpentis Electrum Tag,This electrum tag carries the rank insignia equivalent of a corporal within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,748,2321,0
17269,370,Shadow Serpentis Palladium Tag,This palladium tag carries the rank insignia equivalent of a lieutenant within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,748,2323,0
17270,370,Shadow Serpentis Gold Tag,This gold tag carries the rank insignia equivalent of a sergeant within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,748,2322,0
17271,370,Shadow Serpentis Platinum Tag,This platinum tag carries the rank insignia equivalent of a lieutenant within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,748,2323,0
17272,370,Shadow Serpentis Silver Tag,This silver tag carries the rank insignia equivalent of a corporal within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,748,2321,0
17287,370,Chelm Soran's Tag,Chelm Soran's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2334,0
17288,370,Vizan Ankonin's Tag,Vizan Ankonin's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2334,0
17289,370,Selynne Mardakar's Tag,Selynne Mardakar's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2334,0
17290,370,Brokara Ryver's Tag,Brokara Ryver's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2334,0
17291,370,Cormack Vaaja's Tag,Cormack Vaaja's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2324,0
17292,370,Setele Schellan's Tag,Setele Schellan's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2324,0
17293,370,Tuvan Orth's Tag,Tuvan Orth's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2324,0
17294,370,Brynn Jerdola's Tag,Brynn Jerdola's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2324,0
17295,370,Estamel Tharchon's Tag,Estamel Tharchon's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2329,0
17296,370,Vepas Minimala's Tag,Vepas Minimala's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2329,0
17297,370,Thon Eney's Tag,Thon Eney's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2329,0
17298,370,Kaikka Peunato's Tag,Kaikka Peunato's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2329,0
17299,370,Draclira Merlonne's Tag,Draclira Merlonne's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2319,0
17300,370,Ahremen Arkah's Tag,Ahremen Arkah's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2319,0
17301,370,Raysere Giant's Tag,Raysere Giant's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2319,0
17302,370,Tairei Namazoth's Tag,Tairei Namazoth's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2319,0
17303,370,Tobias Kruzhor's Tag,Tobias Kruzhor's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2314,0
17304,370,Gotan Kreiss's Tag,Gotan Kreiss's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2314,0
17305,370,Hakim Stormare's Tag,Hakim Stormare's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2314,0
17306,370,Mizuro Cybon's Tag,Mizuro Cybon's Tag. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2314,0
17623,370,Jenmei's Tag,Jenmei's Tag.,1,0.1,0,1,None,None,750,2312,0
17630,370,Imai Kenon's Tag,Imai Kenon's Tag.,1,0.1,0,1,None,None,750,2327,0
17642,370,Raelek's Tag,This diamond tag carries the rank insignia equivalent of a captain within the Angel Cartel pirate organization. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2314,0
17743,370,Uleen Bloodsworn's Tag,This gold tag carries the rank insignia equivalent of a sergeant within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2317,0
17847,370,Lazarus's Tag,This electrum tag carries the rank insignia equivalent of a corporal within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2321,0
17852,370,Faramon's Tag,This diamond tag carries the rank insignia equivalent of a captain within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2324,0
18679,370,Zelfarios Kashnostramus's Tag,This diamond tag carries the rank insignia equivalent of a captain within Sansha's slave nation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2334,0
19663,370,Jarkon Puman's Tag,This brass tag carries the rank insignia equivalent of a sergeant within the Serpentis drug corporation. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,None,750,2322,0
25239,370,Blood Gold Tag,This gold tag carries the rank insignia equivalent of a sergeant within the Blood Raider pirate cult. It may prove valuable if turned in at proper authorities.,1,0.1,0,1,None,4500,741,2317,0
12297,371,Mobile Small Warp Disruptor I Blueprint,,0,0.01,0,1,None,7485280,407,21,0
12300,371,Mobile Medium Warp Disruptor I Blueprint,,0,0.01,0,1,None,29941120,407,21,0
12301,371,Mobile Large Warp Disruptor I Blueprint,,0,0.01,0,1,None,119764480,407,21,0
12608,372,Hail S,"Hail is an attempt to combine the penetration of titanium sabot with the versatility of a depleted uranium shell. It has tremendous damage potential, but should not be used at long ranges. Any pilot using this ammunition should be prepared to trade optimal range, falloff range, and tracking speed for a devastating amount of damage.

25% reduced falloff.
50% reduced optimal range.
30% reduced tracking speed.

Note: This ammunition can only be used by small tech level II Autocannons.",0.01,0.0025,0,5000,None,100000,859,1285,1285
12625,372,Barrage S,"An advanced version of the standard Nuclear ammo with a Morphite-enriched warhead and a smart tracking system.
 
25% reduced tracking speed.
40% increased falloff.

Note: This ammunition can only be used by small tech level II Autocannons.",0.01,0.0025,0,5000,2,100000,859,1288,1288
12773,372,Barrage M,"An advanced version of the standard Nuclear ammo with a Morphite-enriched warhead and a smart tracking system. 

25% reduced tracking.
40% increased falloff.

Note: This ammunition can only be used by medium tech level II Autocannons. ",0.01,0.0125,0,5000,2,400000,858,1296,1296
12775,372,Barrage L,"An advanced version of the standard Nuclear ammo with a Morphite-enriched warhead and a smart tracking system. 

25% reduced tracking.
40% increased falloff.

Note: This ammunition can only be used by large tech level II Autocannons.",0.01,0.025,0,5000,2,1000000,857,1304,1304
12777,372,Hail M,"Hail is an attempt to combine the penetration of titanium sabot with the versatility of a depleted uranium shell. It has tremendous damage potential, but should not be used at long ranges. Any pilot using this ammunition should be prepared to trade optimal range, falloff range, and tracking speed for a devastating amount of damage.

25% reduced falloff.
50% reduced optimal range.
30% reduced tracking speed.

Note: This ammunition can only be used by medium tech level II Autocannons.",0.01,0.0125,0,5000,None,400000,858,1293,1293
12779,372,Hail L,"Hail is an attempt to combine the penetration of titanium sabot with the versatility of a depleted uranium shell. It has tremendous damage potential, but should not be used at long ranges. Any pilot using this ammunition should be prepared to trade optimal range, falloff range, and tracking speed for a devastating amount of damage.

25% reduced falloff.
50% reduced optimal range.
30% reduced tracking speed.

Note: This ammunition can only be used by large tech level II Autocannons.",0.01,0.025,0,5000,None,1000000,857,1301,1301
12618,373,Spike S,"The spike munition package is designed to deliver huge damage to targets at extreme distances. It consists of a superdense plutonium sabot mounted on a small rocket unit that provides a substantial boost to the sabots impact velocity.  However the charge is next to useless at close range.

80% increased optimal range.
75% reduced tracking speed.

Note: This ammunition can only be used by small tech level II Railguns.",0.01,0.0025,0,5000,None,150000,865,1313,1313
12620,373,Javelin S,"The Javelin charge consists of a cluster of Iridium Fletchets with a Graviton Pulse Detonator. This allows for much higher damage than can be achieved by a standard rail system. However, the inherent entropy of graviton pulses means that it is very hard to maintain accuracy at long range.

75% reduced optimal range.
25% increased tracking speed.

Note: This ammunition can only be used by small tech level II Railguns.",0.01,0.0025,0,5000,None,150000,865,1310,1310
12801,373,Javelin M,"The Javelin charge consists of a cluster of Iridium Fletchets with a Graviton Pulse Detonator. This allows for much higher damage than can be achieved by a standard rail system. However, the inherent entropy of graviton pulses means that it is very hard to maintain accuracy at long range.

75% reduced optimal range.
25% increased tracking speed.

Note: This ammunition can only be used by medium tech level II Railguns.",0.01,0.0125,0,5000,None,600000,864,1318,1318
12803,373,Javelin L,"The Javelin charge consists of a cluster of Iridium Fletchets with a Graviton Pulse Detonator. This allows for much higher damage than can be achieved by a standard rail system. However, the inherent entropy of graviton pulses means that it is very hard to maintain accuracy at long range.

75% reduced optimal range.
25% increased tracking speed.

Note: This ammunition can only be used by large tech level II Railguns.",0.01,0.025,0,5000,None,1500000,863,1326,1326
12805,373,Spike M,"The spike munition package is designed to deliver huge damage to targets at extreme distances. It consists of a superdense plutonium sabot mounted on a small graviton booster unit that provides a substantial boost to the sabots impact velocity.  However, the charge is next to useless at close range.

80% increased optimal range.
75% reduced tracking speed.

Note: This ammunition can only be used by medium tech level II Railguns.",0.01,0.0125,0,5000,None,600000,864,1321,1321
12807,373,Spike L,"The Spike munition package is designed to deliver huge damage to targets at extreme distances. It consists of a superdense plutonium sabot mounted on a small rocket unit that provides a substantial boost to the sabots impact velocity.  However, the charge is next to useless at close range.

80% increased optimal range.
75% reduced tracking speed.

Note: This ammunition can only be used by large tech level II Railguns.",0.01,0.025,0,5000,None,1500000,863,1329,1329
12557,374,Gleam S,"The Gleam overdrive crystal has tremendous damage capacity but needs substantially more energy than normal. The delicate crystalline structures used in the manufacture of this advanced crystal degrade with use, eventually causing it to shatter.

75% reduced optimal range.
25% increased tracking speed.

Note: This ammunition can only be used by small tech level II Beam Lasers.",1,1,0,4,None,134400,868,1131,1131
